Year;Month;Day;Period;101;102;103;104;113;118;119;122;122
2020;9;20;14;77.7;38.3;42.1;19.1;71.5;65;43;229.2;0
2020;9;20;15;75.3;36.8;34.4;18.4;69.1;53.2;34.8;223.8;0.1
2020;9;20;16;61.4;30;20.3;15.1;55.3;32.9;21.4;217.8;14.6
2020;9;20;17;29;12.3;3;7.2;22.4;9.8;5.4;217.8;20.9
2020;9;20;18;0;0;0;0;0;0;0;217.8;0
2020;9;20;19;0;0;0;0;0;0;0;161.4;0
2020;9;20;20;0;0;0;0;0;0;0;93.6;5.3
2020;9;20;21;0;0;0;0;0;0;0;76.2;17.7
2020;9;20;22;0;0;0;0;0;0;0;76.2;25.6
2020;9;20;23;0;0;0;0;0;0;0;79.2;21.6
2020;9;20;24;0;0;0;0;0;0;0;79.2;45
2020;9;21;1;0;0;0;0;0;0;0;76.2;59.5
2020;9;21;2;0;0;0;0;0;0;0;79.2;49.5
2020;9;21;3;0;0;0;0;0;0;0;79.2;61
2020;9;21;4;0;0;0;0;0;0;0;79.2;66.3
2020;9;21;5;0;0;0;0;0;0;0;76.2;30.3
2020;9;21;6;22.8;11.5;0.1;5.9;13.4;0;0;79.2;38.4
2020;9;21;7;58.3;29.1;10.3;14.3;50.1;13.2;9.8;79.2;48.3
2020;9;21;8;70.9;34.5;24.5;17.6;67.6;33.2;24.1;82.2;120.5
2020;9;21;9;76.6;37.5;36.2;19;74.5;51.2;35.9;155.4;61.9
2020;9;21;10;76.5;37;42.6;19.8;75.4;63.6;43.8;217.8;85.1
2020;9;21;11;78.4;38.6;49.1;19.1;73.9;71.8;48.9;220.8;18.2
2020;9;21;12;77.4;38.2;49.5;18.9;70.9;74.5;50;223.8;5.8
2020;9;21;13;76.1;37.2;47.1;19;65.6;72.9;48.9;217.8;11.3
2020;9;21;14;74.7;37;41.5;18.6;65.9;65.5;44.2;214.8;50.5
2020;9;21;15;71.6;35.1;33.6;17.7;67.5;52;34.5;209.4;57.9
2020;9;21;16;59.1;28.8;19.9;14.8;51.2;32.7;21.6;212.4;38
2020;9;21;17;27.2;11.5;2.6;6.9;20.8;9.3;4.8;217.8;51.3
2020;9;21;18;0;0;0;0;0;0;0;153;170.9
2020;9;21;19;0;0;0;0;0;0;0;155.4;198.8
2020;9;21;20;0;0;0;0;0;0;0;158.4;130.4
2020;9;21;21;0;0;0;0;0;0;0;153;90.1
2020;9;21;22;0;0;0;0;0;0;0;99;138.8
2020;9;21;23;0;0;0;0;0;0;0;82.2;51.9
2020;9;21;24;0;0;0;0;0;0;0;79.2;79.3
2020;9;22;1;0;0;0;0;0;0;0;79.2;208
2020;9;22;2;0;0;0;0;0;0;0;76.2;156.8
2020;9;22;3;0;0;0;0;0;0;0;79.2;115
2020;9;22;4;0;0;0;0;0;0;0;79.2;263.5
2020;9;22;5;0;0;0;0;0;0;0;79.2;299.7
2020;9;22;6;22.2;10.6;0.1;5.8;12.6;0;0;79.2;310.8
2020;9;22;7;56.2;27.5;10.1;14.4;47.3;13.2;9.7;82.2;357.9
2020;9;22;8;71.1;34.8;24.1;18.1;62.7;33.7;24.2;155.4;393.9
2020;9;22;9;75.9;37.6;35;19.3;67.5;52;36.5;155.4;364.3
2020;9;22;10;77.4;37.6;44.2;19.2;69.8;63.2;44.1;155.4;309.3
2020;9;22;11;77.8;37.6;48.6;19.6;71.6;64.6;47.7;155.4;310.5
2020;9;22;12;78;38.2;50;19.4;70.8;51.2;49;223.8;316.6
2020;9;22;13;77.8;38.2;48.1;18.9;69.1;47.7;47.3;226.2;301.9
2020;9;22;14;75.3;37.4;41.2;18.1;67.5;41.7;41;229.2;267.2
2020;9;22;15;69.4;34.7;28.1;17.3;62.5;27;31.4;226.2;276.8
2020;9;22;16;59.1;29.2;19.4;14.1;51.4;22.4;20.5;195;257.5
2020;9;22;17;26;11.1;1.8;6.4;19.6;3.8;3.3;186.6;229.7
2020;9;22;18;0;0;0;0;0;0;0;217.8;163.4
2020;9;22;19;0;0;0;0;0;0;0;153;163.9
2020;9;22;20;0;0;0;0;0;0;0;155.4;269.1
2020;9;22;21;0;0;0;0;0;0;0;155.4;158.8
2020;9;22;22;0;0;0;0;0;0;0;150;265.9
2020;9;22;23;0;0;0;0;0;0;0;158.4;171.4
2020;9;22;24;0;0;0;0;0;0;0;102;198.1
2020;9;23;1;0;0;0;0;0;0;0;79.2;365.7
2020;9;23;2;0;0;0;0;0;0;0;76.2;225.9
2020;9;23;3;0;0;0;0;0;0;0;76.2;332.8
2020;9;23;4;0;0;0;0;0;0;0;73.8;505.6
2020;9;23;5;0;0;0;0;0;0;0;76.2;673.3
2020;9;23;6;0;0.2;0;0;0.1;0;0;79.2;599
2020;9;23;7;2.7;5.3;10.4;6.5;0;13.2;9.5;79.2;529.9
2020;9;23;8;47.9;14.8;23.9;4.6;28.2;32.9;23.7;155.4;575.9
2020;9;23;9;73.5;35.1;33.5;18.8;67.9;50.4;34.5;217.8;434.5
2020;9;23;10;78.7;39.1;43.1;20.1;72.6;63.3;43.2;223.8;239.6
2020;9;23;11;79.4;40.4;47;19.9;72.6;70.1;46.8;217.8;191.4
2020;9;23;12;72.2;38.6;37.1;19.2;71.9;74;48.7;212.4;247.5
2020;9;23;13;59;13;20.6;14.6;71.2;72.2;47.6;212.4;302.2
2020;9;23;14;44.1;12;21.2;15.8;68.7;64.6;42.7;252;341
2020;9;23;15;46;13.9;33.2;3.6;63.8;51.3;33.8;285.6;486.6
2020;9;23;16;60.4;29.6;20.1;15;52;31.7;21;288.6;668
2020;9;23;17;25.6;10.9;1.9;6.6;19.3;7.6;3.1;220.8;660.8
2020;9;23;18;0;0;0;0;0;0;0;102;558.2
2020;9;23;19;0;0;0;0;0;0;0;56.4;458.1
2020;9;23;20;0;0;0;0;0;0;0;70.8;287.9
2020;9;23;21;0;0;0;0;0;0;0;73.8;197.6
2020;9;23;22;0;0;0;0;0;0;0;76.2;146.8
2020;9;23;23;0;0;0;0;0;0;0;73.8;523.2
2020;9;23;24;0;0;0;0;0;0;0;76.2;646.6
2020;9;24;1;0;0;0;0;0;0;0;79.2;630
2020;9;24;2;0;0;0;0;0;0;0;79.2;582.9
2020;9;24;3;0;0;0;0;0;0;0;79.2;569.2
2020;9;24;4;0;0;0;0;0;0;0;79.2;604.2
2020;9;24;5;0;0;0;0;0;0;0;79.2;602.3
2020;9;24;6;21.8;10.6;0;5.8;12;0;0;79.2;634
2020;9;24;7;57.4;28.6;10;14.8;45.7;13.3;9.6;76.2;664.9
2020;9;24;8;70.7;35.6;23.4;18.1;62.7;33.4;23.8;79.2;679.4
2020;9;24;9;76.5;38.2;34.9;19.9;66.9;51.5;35.5;99;658.4
2020;9;24;10;76.7;37.4;42.2;20.3;71.8;64.6;44;153;620.2
2020;9;24;11;77;38.4;45.1;20.4;71.8;72.5;48.6;158.4;621.1
2020;9;24;12;78.2;39.1;48.3;20.1;71;74.5;49.6;164.4;631.2
2020;9;24;13;77.1;38.6;46.9;19.5;70.2;72.5;48.6;235.2;659.5
2020;9;24;14;76.2;38.4;41.4;19.1;68.9;64.7;42.9;220.8;695.4
2020;9;24;15;72.8;36.8;32.3;18.5;64.9;51.6;33.9;217.8;691.6
2020;9;24;16;58.7;29;19.1;14.9;51.2;31.7;20.6;214.8;662
2020;9;24;17;24.4;10.5;1.3;6.3;18.3;7.1;2.7;214.8;439.5
2020;9;24;18;0;0;0;0;0;0;0;144.6;668.7
2020;9;24;19;0;0;0;0;0;0;0;158.4;555.2
2020;9;24;20;0;0;0;0;0;0;0;153;356.9
2020;9;24;21;0;0;0;0;0;0;0;155.4;352
2020;9;24;22;0;0;0;0;0;0;0;87.6;313.2
2020;9;24;23;0;0;0;0;0;0;0;76.2;324.6
2020;9;24;24;0;0;0;0;0;0;0;79.2;265.4
2020;9;25;1;0;0;0;0;0;0;0;79.2;247
2020;9;25;2;0;0;0;0;0;0;0;79.2;300.8
2020;9;25;3;0;0;0;0;0;0;0;79.2;331.4
2020;9;25;4;0;0;0;0;0;0;0;79.2;350.2
2020;9;25;5;0;0;0;0;0;0;0;79.2;338.6
2020;9;25;6;21.3;9.7;0;5.6;11.7;0;0;79.2;230.7
2020;9;25;7;57.5;29.3;9.9;14.4;47.2;8.5;9.7;76.2;170.9
2020;9;25;8;72.6;37.5;23.2;18.1;65.1;25.1;24.4;79.2;145.5
2020;9;25;9;79.4;41;34.3;20.3;74.4;42.4;36.9;79.2;135.8
2020;9;25;10;81.4;41.4;43;20.6;76;54.7;42.7;153;42.6
2020;9;25;11;79.9;41;45.4;20.3;76.3;69.7;47.4;153;44.4
2020;9;25;12;79.7;40.4;48;20.2;75.7;72.9;49.4;220.8;31
2020;9;25;13;78.7;39.4;46.8;20;74.2;70.2;47.6;283.2;67.2
2020;9;25;14;75.9;37.7;41.7;19.3;72;62.8;42.5;288.6;71.2
2020;9;25;15;71.3;35.2;32.4;18.2;65.2;49;33.5;283.2;66.7
2020;9;25;16;58.7;28.8;19.1;14.8;53.1;30.9;20.3;291.6;93.6
2020;9;25;17;23.6;9.9;1.1;6.1;17.9;5.8;2.1;209.4;87.1
2020;9;25;18;0;0;0;0;0;0;0;150;9.2
2020;9;25;19;0;0;0;0;0;0;0;135.6;0
2020;9;25;20;0;0;0;0;0;0;0;76.2;14.5
2020;9;25;21;0;0;0;0;0;0;0;79.2;22.1
2020;9;25;22;0;0;0;0;0;0;0;79.2;38.4
2020;9;25;23;0;0;0;0;0;0;0;79.2;37.2
2020;9;25;24;0;0;0;0;0;0;0;31.2;33.2
2020;9;26;1;0;0;0;0;0;0;0;25.2;9.6
2020;9;26;2;0;0;0;0;0;0;0;25.2;1.8
2020;9;26;3;0;0;0;0;0;0;0;28.2;1.4
2020;9;26;4;0;0;0;0;0;0;0;25.2;0.4
2020;9;26;5;0;0;0;0;0;0;0;25.2;4
2020;9;26;6;21.4;9.9;0;5.7;0;0;0;25.2;9.5
2020;9;26;7;60.3;29.1;10;14.9;50.2;13.2;9.5;25.2;11.1
2020;9;26;8;74.6;35.9;24.6;18.3;68.9;32.4;24.2;31.2;11.6
2020;9;26;9;80.2;39.6;37.1;20;75.6;51.2;36.8;118.8;16.8
2020;9;26;10;81.2;40.1;45.1;20.4;76.6;63.5;44.3;155.4;4.7
2020;9;26;11;79.8;39.3;48.8;20;76.5;71.4;49.5;158.4;6.7
2020;9;26;12;79.1;39;49.7;19.8;74.7;74.5;50.3;217.8;10.9
2020;9;26;13;77.9;38.8;47;19.7;73.2;72.2;48.3;220.8;12.9
2020;9;26;14;75.4;37.1;41.6;19;71.2;64.3;42.6;214.8;17.2
2020;9;26;15;71.9;35.7;32;18.3;67.1;51.3;33.6;217.8;21.9
2020;9;26;16;57.7;28.3;18.6;14.6;52.6;29.6;19.9;220.8;19.4
2020;9;26;17;22.5;9.4;0.9;5.8;17.1;4.1;1.8;212.4;20.9
2020;9;26;18;0;0;0;0;0;0;0;181.2;1.7
2020;9;26;19;0;0;0;0;0;0;0;147;1.2
2020;9;26;20;0;0;0;0;0;0;0;155.4;1.6
2020;9;26;21;0;0;0;0;0;0;0;105;0.1
2020;9;26;22;0;0;0;0;0;0;0;76.2;0.6
2020;9;26;23;0;0;0;0;0;0;0;79.2;7
2020;9;26;24;0;0;0;0;0;0;0;79.2;21.3
2020;9;27;1;0;0;0;0;0;0;0;79.2;39
2020;9;27;2;0;0;0;0;0;0;0;76.2;93.9
2020;9;27;3;0;0;0;0;0;0;0;79.2;101
2020;9;27;4;0;0;0;0;0;0;0;79.2;74.4
2020;9;27;5;0;0;0;0;0;0;0;76.2;59.8
2020;9;27;6;20.7;9.3;0;5.4;0;0;0;79.2;45.2
2020;9;27;7;58.5;29;9.8;14.9;48.1;13;9.6;79.2;48.1
2020;9;27;8;73.2;35.9;23.6;18.3;65.6;32.8;23.8;79.2;52.6
2020;9;27;9;79;38.6;35.3;19.6;73.2;50.8;35.1;79.2;52
2020;9;27;10;78.5;37.7;43.1;19.2;73.3;62.7;42.9;150;21.9
2020;9;27;11;78.3;37.9;47.4;19.2;72.8;68.6;45.6;212.4;6.2
2020;9;27;12;77.3;37.6;47.7;19.1;71.3;72.3;49.5;217.8;0
2020;9;27;13;75.3;36.6;45.6;18.6;69;68.8;46.8;220.8;0
2020;9;27;14;73.6;36.5;40.3;18.6;65.4;61.2;42.3;214.8;0.2
2020;9;27;15;70.3;33.9;32.1;17.3;66.2;48.5;33.3;220.8;0
2020;9;27;16;56.2;27.4;18.1;14;49.8;29.9;19.3;214.8;0.2
2020;9;27;17;19.6;8.6;0.7;4.6;15.4;4.3;1.5;209.4;0.2
2020;9;27;18;0;0;0;0;0;0;0;153;7.9
2020;9;27;19;0;0;0;0;0;0;0;150;4.6
2020;9;27;20;0;0;0;0;0;0;0;153;5.7
2020;9;27;21;0;0;0;0;0;0;0;153;8.5
2020;9;27;22;0;0;0;0;0;0;0;150;14.9
2020;9;27;23;0;0;0;0;0;0;0;150;33.9
2020;9;27;24;0;0;0;0;0;0;0;76.2;40.8
2020;9;28;1;0;0;0;0;0;0;0;70.8;9.5
2020;9;28;2;0;0;0;0;0;0;0;73.8;7.3
2020;9;28;3;0;0;0;0;0;0;0;76.2;3.1
2020;9;28;4;0;0;0;0;0;0;0;79.2;1.5
2020;9;28;5;0;0;0;0;0;0;0;79.2;0.9
2020;9;28;6;16.2;8.2;0;4.2;0;0;0;79.2;0.5
2020;9;28;7;52.6;27.4;9.8;13.2;47.2;12.5;9.3;79.2;0.9
2020;9;28;8;70.3;36.3;22.9;17.5;64;31.7;23.1;93.6;37
2020;9;28;9;77.3;39.2;33.3;19.7;70;49.7;34.6;155.4;145.3
2020;9;28;10;78.1;39.1;41.1;19.6;69.8;61.4;41.4;220.8;111.5
2020;9;28;11;77.6;38.7;46;19.3;69.6;68.4;46.2;214.8;32.4
2020;9;28;12;74.4;37.3;44.6;18.7;67.5;71.9;47.9;217.8;4.8
2020;9;28;13;74.1;37.2;42.4;18.8;64.6;70;45.9;214.8;8.3
2020;9;28;14;72.7;36.3;38.6;18.3;61.2;62.4;41;220.8;0.4
2020;9;28;15;68.5;33.9;30.6;17.2;61.1;49.3;32.4;214.8;0
2020;9;28;16;55.1;27.1;17.5;13.7;46.8;29.2;19.2;220.8;0
2020;9;28;17;20;8.1;0.6;5.1;14.2;3.5;1.2;285.6;0.6
2020;9;28;18;0;0;0;0;0;0;0;291.6;3
2020;9;28;19;0;0;0;0;0;0;0;294.6;0
2020;9;28;20;0;0;0;0;0;0;0;285.6;0
2020;9;28;21;0;0;0;0;0;0;0;209.4;0
2020;9;28;22;0;0;0;0;0;0;0;150;0.7
2020;9;28;23;0;0;0;0;0;0;0;153;58.2
2020;9;28;24;0;0;0;0;0;0;0;153;109.7
2020;9;29;1;0;0;0;0;0;0;0;79.2;112.8
2020;9;29;2;0;0;0;0;0;0;0;79.2;87.7
2020;9;29;3;0;0;0;0;0;0;0;79.2;31.4
2020;9;29;4;0;0;0;0;0;0;0;82.2;21.8
2020;9;29;5;0;0;0;0;0;0;0;79.2;14.7
2020;9;29;6;19;8.7;0;5.1;0;0;0;76.2;62.8
2020;9;29;7;54;26.9;9.6;13.9;43.6;12.7;9.3;79.2;53.9
2020;9;29;8;67.2;32.8;23.2;17.3;60.7;32.1;23.3;76.2;41.2
2020;9;29;9;71.1;35.2;33.1;18.9;67.8;49.4;34.3;147;37.4
2020;9;29;10;73.5;37.1;39.5;19;68;61.9;42.5;217.8;19.7
2020;9;29;11;73.8;37.5;43;19;64.4;69.6;47.2;223.8;27.9
2020;9;29;12;74.5;37.9;45.5;18.7;65.7;72.1;48.3;226.2;35.3
2020;9;29;13;73.6;37.3;44.1;18.4;65.2;69;46.2;223.8;32.1
2020;9;29;14;71;36.2;37.7;18.1;63.2;61.3;40.9;220.8;25.6
2020;9;29;15;67.4;33.9;30.5;17;56.4;48.2;32.1;217.8;20
2020;9;29;16;53.4;26.4;17.3;13.6;43.8;28.5;18.8;217.8;24.4
2020;9;29;17;17.6;7.6;0.4;4.8;13.1;2.5;1;212.4;26.9
2020;9;29;18;0;0;0;0;0;0;0;206.4;2.4
2020;9;29;19;0;0;0;0;0;0;0;212.4;32.9
2020;9;29;20;0;0;0;0;0;0;0;212.4;42.9
2020;9;29;21;0;0;0;0;0;0;0;153;10.9
2020;9;29;22;0;0;0;0;0;0;0;141.6;15
2020;9;29;23;0;0;0;0;0;0;0;153;22.1
2020;9;29;24;0;0;0;0;0;0;0;153;0
2020;9;30;1;0;0;0;0;0;0;0;85.2;0
2020;9;30;2;0;0;0;0;0;0;0;79.2;0
2020;9;30;3;0;0;0;0;0;0;0;79.2;0
2020;9;30;4;0;0;0;0;0;0;0;76.2;0
2020;9;30;5;0;0;0;0;0;0;0;79.2;0
2020;9;30;6;13.8;8.5;0;5.1;0;0;0;79.2;0
2020;9;30;7;53.6;26.1;9.8;13.9;45.9;12.8;9.2;79.2;0
2020;9;30;8;67.5;33;23.4;17.4;59.2;32.3;23.1;79.2;0
2020;9;30;9;73.2;37.1;34.4;18;66.4;50.1;34.5;79.2;0
2020;9;30;10;73.7;37.5;41.1;18.1;68.7;61;41.3;82.2;0
2020;9;30;11;74.1;37.3;44.7;18.6;67.4;68.3;44.9;155.4;0
2020;9;30;12;74.4;37.6;45.6;18.9;64.3;71.5;46;206.4;0
2020;9;30;13;74.5;37.4;44.5;19;66.3;69;45;220.8;0
2020;9;30;14;72;35.7;39.7;18.5;62.7;61.3;40.5;288.6;0.2
2020;9;30;15;67;33.3;30.3;16.9;59.3;48.3;31.6;288.6;2
2020;9;30;16;53.2;25.9;17.1;13.4;45.6;27.7;18.2;285.6;5.8
2020;9;30;17;17.8;7.3;0.3;4.6;12.7;2;0.7;288.6;0.6
2020;9;30;18;0;0;0;0;0;0;0;291.6;7.7
2020;9;30;19;0;0;0;0;0;0;0;285.6;4.7
2020;9;30;20;0;0;0;0;0;0;0;229.2;0
2020;9;30;21;0;0;0;0;0;0;0;130.2;0
2020;9;30;22;0;0;0;0;0;0;0;135.6;0
2020;9;30;23;0;0;0;0;0;0;0;102;0
2020;9;30;24;0;0;0;0;0;0;0;79.2;0
2020;10;1;1;0;0;0;0;0;0;0;79.2;0
2020;10;1;2;0;0;0;0;0;0;0;79.2;0
2020;10;1;3;0;0;0;0;0;0;0;79.2;0
2020;10;1;4;0;0;0;0;0;0;0;79.2;0
2020;10;1;5;0;0;0;0;0;0;0;79.2;0
2020;10;1;6;4.3;8.4;0;4.4;0;0;0;79.2;0
2020;10;1;7;54.5;26.9;9.7;13.7;45;12.7;9.2;79.2;0
2020;10;1;8;68.9;34.3;22.6;17.3;58;31.8;22.3;79.2;0
2020;10;1;9;74.6;37.4;33.1;18.8;63.4;48.6;33.7;79.2;0
2020;10;1;10;75.7;37.7;40.8;19;67.5;60;39.5;79.2;0
2020;10;1;11;75.3;37.9;43.8;19.1;66.5;68.1;45.2;155.4;0
2020;10;1;12;73.7;37.4;43;18.9;65.2;70.5;47;206.4;6.7
2020;10;1;13;72.4;36.4;42.1;18.6;62.2;67.3;45.2;220.8;15
2020;10;1;14;70.7;35.1;37.6;18.1;62.4;59.9;40.1;260.4;22.6
2020;10;1;15;66.7;32.5;30.2;17.2;55.3;46.2;31.1;291.6;37.9
2020;10;1;16;52.4;25.6;16.9;13.2;45.6;27.1;17.9;285.6;40.9
2020;10;1;17;16.7;6.8;0.2;4.4;11.9;1.8;0.5;291.6;27.5
2020;10;1;18;0;0;0;0;0;0;0;240.6;61.2
2020;10;1;19;0;0;0;0;0;0;0;220.8;90
2020;10;1;20;0;0;0;0;0;0;0;153;119.2
2020;10;1;21;0;0;0;0;0;0;0;155.4;136.6
2020;10;1;22;0;0;0;0;0;0;0;150;152
2020;10;1;23;0;0;0;0;0;0;0;147;155.5
2020;10;1;24;0;0;0;0;0;0;0;150;124.7
2020;10;2;1;0;0;0;0;0;0;0;79.2;81
2020;10;2;2;0;0;0;0;0;0;0;79.2;42.9
2020;10;2;3;0;0;0;0;0;0;0;79.2;16.7
2020;10;2;4;0;0;0;0;0;0;0;79.2;36.7
2020;10;2;5;0;0;0;0;0;0;0;79.2;42.5
2020;10;2;6;4.2;8.2;0;4.3;0;0;0;79.2;30.7
2020;10;2;7;53.7;26.4;9.9;13.4;44.4;12.7;9.2;76.2;6.4
2020;10;2;8;69.3;34.1;23.3;17.3;59.4;32.3;22.9;79.2;2.8
2020;10;2;9;75.5;37.3;34.9;18.8;67.7;49.9;34.2;79.2;1.1
2020;10;2;10;75.2;37.3;40.5;18.8;66;61.1;40.6;79.2;0
2020;10;2;11;75.7;37.5;45.4;18.9;66.7;67.9;44.8;105;0
2020;10;2;12;74;36.7;46.2;18.5;65.5;69;45.1;153;2.4
2020;10;2;13;72.7;36.5;42.7;18.5;64.7;66.2;43.6;217.8;19.5
2020;10;2;14;72;35.8;39.7;18.1;63.7;59.1;39;283.2;18.2
2020;10;2;15;67.1;33.2;30.4;16.8;60;46.4;30.4;288.6;17.3
2020;10;2;16;51.9;25.6;16;13;45.3;27.8;17.7;288.6;5
2020;10;2;17;13.5;4.9;0.1;3.2;10.9;1.5;0.4;280.2;0
2020;10;2;18;0;0;0;0;0;0;0;217.8;18.2
2020;10;2;19;0;0;0;0;0;0;0;220.8;0.9
2020;10;2;20;0;0;0;0;0;0;0;166.8;1.6
2020;10;2;21;0;0;0;0;0;0;0;150;38
2020;10;2;22;0;0;0;0;0;0;0;153;86.3
2020;10;2;23;0;0;0;0;0;0;0;147;113.4
2020;10;2;24;0;0;0;0;0;0;0;82.2;120.4
2020;10;3;1;0;0;0;0;0;0;0;76.2;139.8
2020;10;3;2;0;0;0;0;0;0;0;76.2;146
2020;10;3;3;0;0;0;0;0;0;0;73.8;148.8
2020;10;3;4;0;0;0;0;0;0;0;79.2;207.9
2020;10;3;5;0;0;0;0;0;0;0;76.2;219.9
2020;10;3;6;4.2;4.3;0;0;0;0;0;79.2;309.7
2020;10;3;7;54;27.2;10.2;13.8;44.4;12.4;9.1;79.2;332.5
2020;10;3;8;71;35.3;23.7;17.8;61.8;31.6;22.2;76.2;293.5
2020;10;3;9;75.3;37.8;33.8;19.1;65.5;47.5;33.7;73.8;193.5
2020;10;3;10;75;37.4;40.5;18.8;68.4;58.3;40.6;79.2;125.1
2020;10;3;11;74.5;36.9;43.7;18.7;65.1;65;44.2;79.2;21.3
2020;10;3;12;74.1;36.7;45.1;18.5;65.8;68.4;43.6;79.2;58.7
2020;10;3;13;73.8;36.8;43.5;18.5;62.8;63.7;43.7;79.2;90.7
2020;10;3;14;72.2;36.1;38.9;18.4;62.9;58.6;39;79.2;140.7
2020;10;3;15;64.6;32.3;29.4;16.4;51;41.6;29.9;107.4;197.4
2020;10;3;16;50.9;25.6;16.2;12.9;46.7;24.9;16.5;155.4;210
2020;10;3;17;12;3.9;0.1;2.9;0.4;1.2;0.1;155.4;218.9
2020;10;3;18;0;0;0;0;0;0;0;153;239.6
2020;10;3;19;0;0;0;0;0;0;0;150;152
2020;10;3;20;0;0;0;0;0;0;0;153;263.6
2020;10;3;21;0;0;0;0;0;0;0;147;311.6
2020;10;3;22;0;0;0;0;0;0;0;147;450.2
2020;10;3;23;0;0;0;0;0;0;0;96;573.3
2020;10;3;24;0;0;0;0;0;0;0;76.2;570.7
2020;10;4;1;0;0;0;0;0;0;0;76.2;581.4
2020;10;4;2;0;0;0;0;0;0;0;76.2;431
2020;10;4;3;0;0;0;0;0;0;0;79.2;471.7
2020;10;4;4;0;0;0;0;0;0;0;76.2;311.4
2020;10;4;5;0;0;0;0;0;0;0;82.2;208.4
2020;10;4;6;0;0;0;0;0;0;0;153;279.6
2020;10;4;7;52.1;26;10.1;13.6;37.4;10.8;8.9;158.4;296.6
2020;10;4;8;65.8;31.9;22.6;16.1;44;25.3;20.8;153;310.9
2020;10;4;9;73.7;36.7;30.6;18.3;52.9;41.5;28.5;153;266.6
2020;10;4;10;73;35.4;42.3;17.6;58.8;52.7;35.2;153;126.3
2020;10;4;11;71.1;34.1;41.6;15.9;68.3;57.4;31.8;147;60.4
2020;10;4;12;68.5;33.5;43.8;17.6;62.7;60.4;35.3;147;42.5
2020;10;4;13;65.7;31.7;42.8;15.5;54.8;54.4;40.3;153;69.8
2020;10;4;14;61.2;32.8;37.7;15.3;45.1;40;36.7;226.2;95.3
2020;10;4;15;56.6;23.8;26.5;15.8;39.9;30.3;23.2;232.2;118.6
2020;10;4;16;52.2;24.1;9.6;13.1;42;25.2;12.4;229.2;134
2020;10;4;17;7.5;1.6;0;1.2;0.1;1.3;0.1;206.4;103.4
2020;10;4;18;0;0;0;0;0;0;0;135.6;1.8
2020;10;4;19;0;0;0;0;0;0;0;73.8;1.5
2020;10;4;20;0;0;0;0;0;0;0;76.2;0
2020;10;4;21;0;0;0;0;0;0;0;79.2;0
2020;10;4;22;0;0;0;0;0;0;0;76.2;0.4
2020;10;4;23;0;0;0;0;0;0;0;76.2;0.8
2020;10;4;24;0;0;0;0;0;0;0;76.2;0.6
2020;10;5;1;0;0;0;0;0;0;0;76.2;0
2020;10;5;2;0;0;0;0;0;0;0;76.2;0
2020;10;5;3;0;0;0;0;0;0;0;76.2;0
2020;10;5;4;0;0;0;0;0;0;0;76.2;0
2020;10;5;5;0;0;0;0;0;0;0;73.8;0
2020;10;5;6;0;0;0;0;0;0;0;76.2;0
2020;10;5;7;55.9;28.2;9.4;14.3;35.1;4.3;8.4;76.2;0
2020;10;5;8;71.3;36.5;20.2;18.1;46.4;14.3;17.7;76.2;0
2020;10;5;9;76;39.3;28.6;19.3;47.6;24.9;27.2;135.6;0
2020;10;5;10;75.4;39.2;32.5;18.9;44;33.5;33;217.8;0
2020;10;5;11;75.2;38.7;34.5;19.3;51.8;45;40.8;220.8;0
2020;10;5;12;75.6;38.6;40.3;18.9;52.9;43.9;43.8;223.8;0
2020;10;5;13;70.1;36.7;38;18.4;51.1;43.5;39.4;212.4;0.5
2020;10;5;14;64.3;32.1;32.1;14.7;40.7;35.9;32.2;212.4;16.4
2020;10;5;15;54.2;23.4;23.8;13.6;39.2;27.5;26.1;209.4;19.5
2020;10;5;16;44.9;21.8;14.2;12.3;36.2;7.8;14.7;212.4;8
2020;10;5;17;0.3;0;0;0;0;0;0;212.4;16.6
2020;10;5;18;0;0;0;0;0;0;0;212.4;28.3
2020;10;5;19;0;0;0;0;0;0;0;217.8;23.4
2020;10;5;20;0;0;0;0;0;0;0;147;7.2
2020;10;5;21;0;0;0;0;0;0;0;82.2;24.8
2020;10;5;22;0;0;0;0;0;0;0;76.2;29.7
2020;10;5;23;0;0;0;0;0;0;0;76.2;36.8
2020;10;5;24;0;0;0;0;0;0;0;79.2;37.4
2020;10;6;1;0;0;0;0;0;0;0;73.8;16.4
2020;10;6;2;0;0;0;0;0;0;0;73.8;4.1
2020;10;6;3;0;0;0;0;0;0;0;73.8;1.3
2020;10;6;4;0;0;0;0;0;0;0;76.2;0.8
2020;10;6;5;0;0;0;0;0;0;0;73.8;2.8
2020;10;6;6;0;0;0;0;0;0;0;73.8;4.8
2020;10;6;7;54.5;26.4;10.3;14.2;41.9;10.8;9.3;76.2;8.7
2020;10;6;8;70;34.2;24.4;18.1;58.5;27.4;23.6;127.2;5.6
2020;10;6;9;73.3;36.2;35.2;19;67.4;45.2;35.5;150;2.1
2020;10;6;10;75.9;37.5;43.7;19.3;69.9;59.1;42.3;220.8;7.2
2020;10;6;11;76.3;37.4;48.3;19.7;68;68.6;47.3;237.6;0
2020;10;6;12;75.6;37.2;50.3;19.3;71.1;72.2;49.5;186.6;2.4
2020;10;6;13;75.4;37.3;48.1;19.1;71.3;69;47.2;175.2;0
2020;10;6;14;72.8;36.2;42;18.3;69;60.2;40.5;217.8;0
